rowid,symbol,tf,open_time_ms,o,h,l,c,v,convention
434713,MNQ,1m,1788320700000,29055.5,29065.75,29055.5,29063.0,719.0,epoch_floor
434714,MNQ,1m,1788320760000,29063.5,29064.25,29056.0,29056.0,428.0,epoch_floor
434715,MNQ,1m,1788320820000,29056.75,29060.75,29055.0,29058.25,329.0,epoch_floor
434716,MNQ,1m,1788320880000,29058.25,29059.25,29056.25,29057.5,235.0,epoch_floor
434717,MNQ,1m,1788320940000,29057.75,29058.25,29054.25,29054.25,229.0,epoch_floor
434718,MNQ,1m,1788321000000,29054.0,29054.0,29048.0,29049.0,1081.0,epoch_floor
434719,MNQ,1m,1788321060000,29048.75,29052.75,29047.5,29049.25,390.0,epoch_floor
434720,MNQ,1m,1788321120000,29048.75,29052.75,29046.25,29050.75,538.0,epoch_floor
434721,MNQ,1m,1788321180000,29050.25,29053.25,29049.25,29050.0,224.0,epoch_floor
434722,MNQ,1m,1788321240000,29050.0,29057.0,29050.0,29057.0,333.0,epoch_floor
434723,MNQ,1m,1788321300000,29056.5,29056.75,29052.0,29053.0,336.0,epoch_floor
434724,MNQ,1m,1788321360000,29053.25,29056.75,29049.75,29051.25,490.0,epoch_floor
434725,MNQ,1m,1788321420000,29051.0,29051.75,29047.0,29051.0,469.0,epoch_floor
434726,MNQ,1m,1788321480000,29051.25,29055.25,29049.75,29053.5,304.0,epoch_floor
434727,MNQ,1m,1788321540000,29053.0,29055.75,29045.5,29047.25,774.0,epoch_floor
434728,MNQ,1m,1788321600000,29047.5,29050.75,29046.0,29048.75,539.0,epoch_floor
434729,MNQ,1m,1788321660000,29049.25,29049.25,29043.25,29045.5,815.0,epoch_floor
434730,MNQ,1m,1788321720000,29045.5,29048.0,29044.75,29047.25,241.0,epoch_floor
434731,MNQ,1m,1788321780000,29047.5,29047.75,29044.0,29047.25,353.0,epoch_floor
434732,MNQ,1m,1788321840000,29047.5,29047.75,29042.25,29043.75,320.0,epoch_floor
434733,MNQ,1m,1788321900000,29043.5,29052.25,29043.0,29051.5,682.0,epoch_floor
434734,MNQ,1m,1788321960000,29051.25,29054.25,29047.0,29047.25,435.0,epoch_floor
434735,MNQ,1m,1788322020000,29047.75,29051.25,29046.0,29046.5,314.0,epoch_floor
434736,MNQ,1m,1788322080000,29047.0,29054.25,29047.0,29054.0,285.0,epoch_floor
434737,MNQ,1m,1788322140000,29054.25,29055.5,29040.25,29044.75,942.0,epoch_floor
434738,MNQ,1m,1788322200000,29044.25,29046.25,29043.25,29045.0,274.0,epoch_floor
434739,MNQ,1m,1788322260000,29044.75,29044.75,29035.25,29038.5,1178.0,epoch_floor
434740,MNQ,1m,1788322320000,29038.75,29044.75,29038.25,29041.75,440.0,epoch_floor
434741,MNQ,1m,1788322380000,29041.5,29044.0,29037.75,29044.0,500.0,epoch_floor
434742,MNQ,1m,1788322440000,29044.25,29048.75,29043.0,29047.75,572.0,epoch_floor
434743,MNQ,1m,1788322500000,29048.25,29063.25,29043.75,29062.25,1640.0,epoch_floor
434744,MNQ,1m,1788322560000,29061.75,29062.75,29055.75,29057.75,796.0,epoch_floor
434745,MNQ,1m,1788322620000,29057.5,29060.0,29054.0,29058.0,430.0,epoch_floor
434746,MNQ,1m,1788322680000,29058.0,29062.0,29056.75,29057.0,586.0,epoch_floor
434747,MNQ,1m,1788322740000,29057.5,29062.25,29057.0,29060.5,411.0,epoch_floor
434748,MNQ,1m,1788322800000,29060.0,29060.75,29053.25,29059.75,530.0,epoch_floor
434749,MNQ,1m,1788322860000,29059.25,29061.25,29054.5,29055.0,376.0,epoch_floor
434750,MNQ,1m,1788322920000,29054.75,29055.5,29048.0,29048.0,673.0,epoch_floor
434751,MNQ,1m,1788322980000,29047.75,29051.25,29045.75,29048.25,605.0,epoch_floor
434752,MNQ,1m,1788323040000,29048.75,29054.5,29048.75,29052.75,414.0,epoch_floor
434753,MNQ,1m,1788323100000,29053.5,29053.5,29049.75,29050.5,229.0,epoch_floor
434754,MNQ,1m,1788323160000,29050.0,29056.25,29048.0,29054.5,428.0,epoch_floor
434755,MNQ,1m,1788323220000,29055.5,29059.25,29052.5,29052.75,482.0,epoch_floor
434756,MNQ,1m,1788323280000,29052.5,29054.75,29049.25,29051.25,258.0,epoch_floor
434757,MNQ,1m,1788323340000,29051.5,29053.25,29047.75,29050.5,362.0,epoch_floor
434758,MNQ,1m,1788323400000,29051.0,29052.0,29047.25,29049.0,263.0,epoch_floor
434759,MNQ,1m,1788323460000,29048.25,29058.25,29048.25,29058.25,393.0,epoch_floor
434760,MNQ,1m,1788323520000,29057.5,29061.0,29056.75,29059.25,554.0,epoch_floor
434761,MNQ,1m,1788323580000,29059.75,29062.75,29047.5,29051.5,806.0,epoch_floor
434762,MNQ,1m,1788323640000,29051.75,29061.5,29051.25,29057.0,546.0,epoch_floor
434763,MNQ,1m,1788323700000,29057.25,29059.25,29048.5,29053.5,512.0,epoch_floor
434764,MNQ,1m,1788323760000,29053.0,29055.25,29048.25,29048.25,310.0,epoch_floor
434765,MNQ,1m,1788323820000,29048.0,29057.0,29048.0,29053.5,458.0,epoch_floor
434766,MNQ,1m,1788323880000,29054.0,29054.5,29049.25,29049.5,223.0,epoch_floor
434767,MNQ,1m,1788323940000,29050.0,29051.5,29049.0,29049.5,224.0,epoch_floor
434768,MNQ,1m,1788324000000,29050.25,29052.75,29048.0,29050.5,423.0,epoch_floor
434769,MNQ,1m,1788324060000,29052.0,29052.0,29048.5,29050.75,167.0,epoch_floor
434770,MNQ,1m,1788324120000,29050.25,29056.5,29048.75,29053.5,283.0,epoch_floor
434771,MNQ,1m,1788324180000,29054.5,29058.5,29052.5,29057.0,307.0,epoch_floor
434772,MNQ,1m,1788324240000,29056.75,29057.0,29050.0,29053.5,287.0,epoch_floor
434773,MNQ,1m,1788324300000,29053.75,29061.25,29053.75,29056.5,434.0,epoch_floor
434774,MNQ,1m,1788324360000,29056.25,29062.0,29055.5,29055.5,414.0,epoch_floor
434775,MNQ,1m,1788324420000,29055.75,29057.25,29051.75,29055.75,409.0,epoch_floor
434776,MNQ,1m,1788324480000,29055.5,29065.25,29050.5,29063.25,657.0,epoch_floor
434777,MNQ,1m,1788324540000,29062.75,29065.75,29055.75,29056.25,565.0,epoch_floor
434778,MNQ,1m,1788324600000,29056.75,29058.75,29056.0,29057.5,165.0,epoch_floor
434779,MNQ,1m,1788324660000,29058.25,29062.0,29057.0,29061.75,238.0,epoch_floor
434780,MNQ,1m,1788324720000,29061.0,29061.5,29056.25,29060.75,275.0,epoch_floor
434781,MNQ,1m,1788324780000,29060.75,29061.25,29056.25,29060.0,189.0,epoch_floor
434782,MNQ,1m,1788324840000,29059.75,29061.25,29058.25,29060.0,146.0,epoch_floor
434783,MNQ,1m,1788324900000,29059.75,29061.25,29058.0,29059.75,164.0,epoch_floor
434784,MNQ,1m,1788324960000,29059.25,29063.0,29056.75,29057.5,273.0,epoch_floor
434785,MNQ,1m,1788325020000,29057.5,29059.75,29054.25,29056.75,331.0,epoch_floor
434786,MNQ,1m,1788325080000,29057.0,29059.5,29054.75,29055.5,154.0,epoch_floor
434787,MNQ,1m,1788325140000,29055.25,29061.25,29053.75,29058.75,252.0,epoch_floor
434788,MNQ,1m,1788325200000,29059.0,29061.0,29051.25,29058.75,485.0,epoch_floor
434789,MNQ,1m,1788325260000,29058.75,29061.0,29046.75,29048.25,914.0,epoch_floor
434790,MNQ,1m,1788325320000,29047.75,29051.25,29040.5,29042.5,1055.0,epoch_floor
434791,MNQ,1m,1788325380000,29042.75,29046.5,29041.75,29044.0,498.0,epoch_floor
434792,MNQ,1m,1788325440000,29044.25,29046.25,29042.75,29042.75,216.0,epoch_floor
434793,MNQ,1m,1788325500000,29043.25,29049.75,29042.25,29047.5,518.0,epoch_floor
434794,MNQ,1m,1788325560000,29047.25,29047.75,29037.25,29038.0,623.0,epoch_floor
434795,MNQ,1m,1788325620000,29037.75,29042.75,29037.75,29040.0,394.0,epoch_floor
434796,MNQ,1m,1788325680000,29040.5,29043.75,29039.75,29043.0,242.0,epoch_floor
434797,MNQ,1m,1788325740000,29042.75,29044.0,29037.75,29038.75,294.0,epoch_floor
434798,MNQ,1m,1788325800000,29039.75,29057.75,29039.5,29056.0,1350.0,epoch_floor
434799,MNQ,1m,1788325860000,29055.75,29060.0,29055.0,29057.0,626.0,epoch_floor
434800,MNQ,1m,1788325920000,29057.25,29062.5,29056.25,29059.25,520.0,epoch_floor
434801,MNQ,1m,1788325980000,29059.25,29068.0,29058.0,29067.0,1015.0,epoch_floor
434802,MNQ,1m,1788326040000,29067.0,29071.5,29064.5,29067.25,1039.0,epoch_floor
434803,MNQ,1m,1788326100000,29067.25,29071.25,29064.25,29070.25,791.0,epoch_floor
434804,MNQ,1m,1788326160000,29070.5,29075.25,29068.5,29073.5,1173.0,epoch_floor
434805,MNQ,1m,1788326220000,29073.0,29083.75,29069.0,29083.75,1199.0,epoch_floor
434806,MNQ,1m,1788326280000,29083.0,29087.25,29081.5,29083.25,1155.0,epoch_floor
434807,MNQ,1m,1788326340000,29083.0,29088.75,29079.0,29079.75,881.0,epoch_floor
434808,MNQ,1m,1788326400000,29081.0,29083.75,29075.25,29080.0,1223.0,epoch_floor
434809,MNQ,1m,1788326460000,29079.75,29082.0,29073.75,29074.75,462.0,epoch_floor
434810,MNQ,1m,1788326520000,29074.5,29078.75,29068.75,29074.25,917.0,epoch_floor
434811,MNQ,1m,1788326580000,29074.25,29080.0,29068.75,29078.75,834.0,epoch_floor
434812,MNQ,1m,1788326640000,29078.0,29085.5,29076.0,29083.75,653.0,epoch_floor
434813,MNQ,1m,1788326700000,29084.0,29090.0,29081.5,29085.75,652.0,epoch_floor
434814,MNQ,1m,1788326760000,29085.75,29089.75,29085.75,29088.5,433.0,epoch_floor
434815,MNQ,1m,1788326820000,29089.0,29091.25,29082.5,29085.75,812.0,epoch_floor
434816,MNQ,1m,1788326880000,29085.25,29092.0,29083.75,29090.25,485.0,epoch_floor
434817,MNQ,1m,1788326940000,29090.0,29092.0,29088.0,29091.0,354.0,epoch_floor
434818,MNQ,1m,1788327000000,29091.25,29101.0,29091.0,29099.25,1683.0,epoch_floor
434819,MNQ,1m,1788327060000,29099.25,29105.0,29089.0,29090.75,1572.0,epoch_floor
434820,MNQ,1m,1788327120000,29090.75,29095.25,29089.5,29094.25,484.0,epoch_floor
434821,MNQ,1m,1788327180000,29094.75,29098.5,29088.0,29098.5,535.0,epoch_floor
434822,MNQ,1m,1788327240000,29098.25,29098.25,29085.25,29086.5,1201.0,epoch_floor
434823,MNQ,1m,1788327300000,29086.5,29089.75,29082.5,29085.25,827.0,epoch_floor
434824,MNQ,1m,1788327360000,29085.5,29085.5,29075.0,29080.0,1086.0,epoch_floor
434825,MNQ,1m,1788327420000,29080.25,29085.25,29077.0,29077.0,702.0,epoch_floor
434826,MNQ,1m,1788327480000,29077.0,29078.0,29071.25,29072.0,841.0,epoch_floor
434827,MNQ,1m,1788327540000,29072.25,29074.75,29070.0,29071.5,418.0,epoch_floor
434828,MNQ,1m,1788327600000,29071.5,29085.75,29071.0,29083.0,728.0,epoch_floor
434829,MNQ,1m,1788327660000,29082.75,29084.0,29077.75,29083.5,707.0,epoch_floor
434830,MNQ,1m,1788327720000,29084.75,29094.25,29084.75,29091.5,945.0,epoch_floor
434831,MNQ,1m,1788327780000,29091.25,29098.5,29089.25,29096.75,516.0,epoch_floor
434832,MNQ,1m,1788327840000,29096.25,29102.25,29093.75,29099.25,724.0,epoch_floor
434833,MNQ,1m,1788327900000,29099.25,29102.5,29098.25,29099.75,600.0,epoch_floor
434834,MNQ,1m,1788327960000,29100.0,29100.5,29095.25,29096.0,471.0,epoch_floor
434835,MNQ,1m,1788328020000,29096.0,29099.5,29093.5,29098.25,538.0,epoch_floor
434836,MNQ,1m,1788328080000,29098.0,29101.25,29095.5,29097.0,363.0,epoch_floor
434837,MNQ,1m,1788328140000,29097.0,29099.25,29093.25,29093.25,426.0,epoch_floor
434838,MNQ,1m,1788328200000,29095.0,29097.25,29085.5,29086.5,724.0,epoch_floor
434839,MNQ,1m,1788328260000,29086.5,29090.25,29084.25,29090.0,466.0,epoch_floor
434840,MNQ,1m,1788328320000,29089.75,29090.25,29076.0,29081.25,871.0,epoch_floor
