rowid,symbol,tf,open_time_ms,o,h,l,c,v,convention
431664,MNQ,1m,1788130560000,29441.25,29445.75,29441.25,29444.25,219.0,
431665,MNQ,1m,1788130620000,29444.75,29445.75,29439.0,29442.75,373.0,
431666,MNQ,1m,1788130680000,29442.5,29444.25,29441.0,29443.5,174.0,
431667,MNQ,1m,1788130740000,29444.25,29445.0,29441.75,29442.5,324.0,
431668,MNQ,1m,1788130800000,29443.0,29444.5,29439.5,29441.0,730.0,
431669,MNQ,1m,1788130860000,29441.25,29443.75,29431.0,29434.75,899.0,
431670,MNQ,1m,1788130920000,29434.5,29438.25,29428.25,29434.0,1186.0,
431671,MNQ,1m,1788130980000,29433.5,29435.25,29429.75,29433.75,525.0,
431672,MNQ,1m,1788131040000,29434.25,29436.75,29432.5,29432.5,377.0,
431673,MNQ,1m,1788131100000,29432.5,29435.5,29431.0,29434.0,415.0,
431674,MNQ,1m,1788131160000,29434.25,29436.75,29433.25,29434.25,266.0,
431675,MNQ,1m,1788131220000,29434.25,29451.0,29433.0,29437.0,1719.0,
431676,MNQ,1m,1788131280000,29436.75,29443.0,29431.75,29439.5,793.0,
431677,MNQ,1m,1788131340000,29439.75,29441.0,29434.25,29434.75,411.0,
431678,MNQ,1m,1788131400000,29434.5,29436.5,29420.25,29429.0,2199.0,
431679,MNQ,1m,1788131460000,29428.75,29433.25,29426.25,29431.0,884.0,
431680,MNQ,1m,1788131520000,29430.25,29433.75,29415.5,29417.75,2297.0,
431681,MNQ,1m,1788131580000,29418.5,29425.25,29414.5,29417.75,1650.0,
431682,MNQ,1m,1788131640000,29417.75,29418.5,29407.0,29410.25,1815.0,
431683,MNQ,1m,1788131700000,29410.5,29413.25,29408.75,29411.75,862.0,
431684,MNQ,1m,1788131760000,29412.0,29416.5,29410.5,29413.5,637.0,
431685,MNQ,1m,1788131820000,29413.75,29414.5,29409.25,29414.0,468.0,
431686,MNQ,1m,1788131880000,29414.25,29416.5,29408.25,29413.75,587.0,
431687,MNQ,1m,1788131940000,29413.75,29416.5,29410.5,29411.5,374.0,
431688,MNQ,1m,1788132000000,29412.25,29414.0,29409.0,29411.5,493.0,
431689,MNQ,1m,1788132060000,29411.0,29412.0,29405.75,29408.5,800.0,
431690,MNQ,1m,1788132120000,29408.25,29411.25,29381.75,29386.25,4274.0,
431691,MNQ,1m,1788132180000,29386.5,29386.75,29371.5,29372.75,2626.0,
431692,MNQ,1m,1788132240000,29373.0,29389.5,29372.0,29380.25,2631.0,
431693,MNQ,1m,1788132300000,29380.25,29385.0,29380.25,29383.25,707.0,
431694,MNQ,1m,1788132360000,29383.0,29384.5,29374.5,29381.25,963.0,
431695,MNQ,1m,1788132420000,29381.25,29383.75,29374.75,29377.5,743.0,
431696,MNQ,1m,1788132480000,29377.0,29378.5,29370.0,29374.75,1258.0,
431697,MNQ,1m,1788132540000,29374.75,29381.0,29369.0,29372.0,1122.0,
431698,MNQ,1m,1788132600000,29372.25,29372.75,29347.75,29360.25,3973.0,
431699,MNQ,1m,1788132660000,29360.0,29369.25,29348.75,29367.25,2472.0,
431700,MNQ,1m,1788132720000,29367.25,29368.0,29352.75,29356.5,1241.0,
431701,MNQ,1m,1788132780000,29356.75,29360.0,29354.5,29359.5,1011.0,
431702,MNQ,1m,1788132840000,29358.75,29366.5,29354.75,29360.0,995.0,
431703,MNQ,1m,1788132900000,29360.5,29370.0,29356.25,29367.25,1307.0,
431704,MNQ,1m,1788132960000,29367.25,29377.0,29364.0,29372.0,1586.0,
431705,MNQ,1m,1788133020000,29371.75,29375.25,29351.75,29359.5,1740.0,
431706,MNQ,1m,1788133080000,29359.25,29362.0,29355.0,29357.75,1077.0,
431707,MNQ,1m,1788133140000,29357.75,29366.75,29356.0,29358.5,1037.0,
431708,MNQ,1m,1788133200000,29358.25,29366.0,29342.0,29344.0,2063.0,
431709,MNQ,1m,1788133260000,29344.75,29344.75,29321.0,29342.5,5179.0,
431710,MNQ,1m,1788133320000,29343.75,29357.0,29340.5,29349.25,1772.0,
431711,MNQ,1m,1788133380000,29349.5,29354.25,29348.25,29350.5,761.0,
431712,MNQ,1m,1788133440000,29349.5,29356.25,29349.5,29354.25,709.0,
431713,MNQ,1m,1788133500000,29355.0,29355.75,29330.0,29330.75,2726.0,
431714,MNQ,1m,1788133560000,29330.5,29340.25,29322.25,29326.5,2877.0,
431715,MNQ,1m,1788133620000,29326.75,29327.5,29303.0,29318.75,5147.0,
431716,MNQ,1m,1788133680000,29318.25,29323.75,29304.5,29310.25,3070.0,
431717,MNQ,1m,1788133740000,29310.0,29314.75,29301.0,29311.0,1834.0,
431718,MNQ,1m,1788133800000,29310.75,29331.0,29308.75,29327.25,2264.0,
431719,MNQ,1m,1788133860000,29326.75,29326.75,29308.25,29318.25,1642.0,
431720,MNQ,1m,1788133920000,29317.25,29329.75,29316.0,29328.25,1008.0,
431721,MNQ,1m,1788133980000,29327.75,29329.0,29312.75,29319.5,1595.0,
431722,MNQ,1m,1788134040000,29319.25,29324.5,29308.75,29323.75,1615.0,
431723,MNQ,1m,1788134100000,29324.75,29324.75,29295.5,29296.75,2962.0,
431724,MNQ,1m,1788134160000,29297.25,29300.5,29291.25,29299.0,2221.0,
431725,MNQ,1m,1788134220000,29299.0,29310.0,29294.5,29305.25,1602.0,
431726,MNQ,1m,1788134280000,29304.75,29306.0,29291.25,29296.0,1426.0,
431727,MNQ,1m,1788134340000,29295.5,29297.0,29288.75,29289.25,1254.0,
431728,MNQ,1m,1788134400000,29290.0,29303.25,29277.0,29293.0,4793.0,
431729,MNQ,1m,1788134460000,29293.75,29296.5,29273.5,29289.25,3138.0,
431730,MNQ,1m,1788134520000,29289.5,29293.75,29281.0,29288.75,1794.0,
431731,MNQ,1m,1788134580000,29288.25,29290.5,29276.0,29284.75,1981.0,
431732,MNQ,1m,1788134640000,29284.75,29292.0,29278.5,29291.75,1337.0,
431733,MNQ,1m,1788134700000,29291.25,29295.0,29276.75,29285.5,2342.0,
431734,MNQ,1m,1788134760000,29285.5,29293.75,29274.0,29288.75,2322.0,
431735,MNQ,1m,1788134820000,29288.5,29299.75,29285.25,29297.75,1818.0,
431736,MNQ,1m,1788134880000,29297.25,29300.75,29284.25,29295.5,2111.0,
431737,MNQ,1m,1788134940000,29295.5,29308.25,29291.0,29301.25,2045.0,
431738,MNQ,1m,1788135000000,29301.5,29307.25,29297.5,29302.75,1894.0,
431739,MNQ,1m,1788135060000,29302.75,29323.0,29301.75,29323.0,2475.0,
431740,MNQ,1m,1788135120000,29323.0,29333.75,29313.0,29329.25,2998.0,
431741,MNQ,1m,1788135180000,29328.5,29346.75,29327.5,29338.5,3164.0,
431742,MNQ,1m,1788135240000,29338.75,29346.0,29337.5,29340.0,1502.0,
431743,MNQ,1m,1788135300000,29339.75,29351.0,29333.75,29350.0,2023.0,
431744,MNQ,1m,1788135360000,29350.0,29363.5,29344.75,29362.5,2956.0,
431745,MNQ,1m,1788135420000,29362.25,29367.75,29352.25,29359.75,2572.0,
431746,MNQ,1m,1788135480000,29360.0,29363.5,29355.0,29359.25,1177.0,
431747,MNQ,1m,1788135540000,29360.0,29362.75,29340.0,29345.0,1905.0,
431748,MNQ,1m,1788135600000,29344.25,29368.0,29341.25,29368.0,2198.0,
431749,MNQ,1m,1788135660000,29368.25,29372.25,29365.25,29372.0,1452.0,
431750,MNQ,1m,1788135720000,29372.5,29374.75,29367.0,29373.75,1352.0,
431751,MNQ,1m,1788135780000,29373.25,29374.25,29368.75,29372.25,741.0,
431752,MNQ,1m,1788135840000,29372.5,29376.25,29367.25,29375.0,874.0,
431753,MNQ,1m,1788135900000,29375.25,29375.5,29365.0,29372.75,1044.0,
431754,MNQ,1m,1788135960000,29373.25,29373.25,29353.25,29366.25,1886.0,
431755,MNQ,1m,1788136020000,29366.5,29373.75,29365.0,29370.25,1110.0,
431756,MNQ,1m,1788136080000,29370.25,29376.25,29363.25,29375.0,938.0,
431757,MNQ,1m,1788136140000,29375.0,29377.75,29370.5,29370.5,1054.0,
431758,MNQ,1m,1788136200000,29370.75,29380.75,29367.0,29377.75,1608.0,
431759,MNQ,1m,1788136260000,29378.25,29386.25,29373.75,29378.75,2029.0,
431760,MNQ,1m,1788136320000,29379.0,29398.0,29378.25,29390.75,2926.0,
431761,MNQ,1m,1788136380000,29391.0,29398.25,29389.0,29395.0,1536.0,
431762,MNQ,1m,1788136440000,29395.0,29396.0,29388.0,29391.0,880.0,
431763,MNQ,1m,1788136500000,29391.5,29397.75,29390.5,29397.5,1293.0,
431764,MNQ,1m,1788136560000,29397.5,29399.0,29391.0,29393.25,1018.0,
431765,MNQ,1m,1788136620000,29393.25,29398.5,29392.25,29397.0,780.0,
431766,MNQ,1m,1788136680000,29397.0,29398.5,29388.0,29392.75,929.0,
431767,MNQ,1m,1788136740000,29393.0,29396.25,29387.5,29394.5,717.0,
431768,MNQ,1m,1788136800000,29394.5,29394.5,29378.75,29385.25,1602.0,
431769,MNQ,1m,1788136860000,29384.75,29392.0,29382.5,29388.75,888.0,
431770,MNQ,1m,1788136920000,29387.75,29399.0,29384.25,29396.75,1140.0,
431771,MNQ,1m,1788136980000,29397.0,29398.0,29386.75,29389.25,937.0,
431772,MNQ,1m,1788137040000,29389.0,29391.25,29383.5,29389.25,726.0,
431773,MNQ,1m,1788137100000,29389.75,29391.75,29374.25,29379.25,1706.0,
431774,MNQ,1m,1788137160000,29378.25,29384.75,29374.75,29374.75,1193.0,
431775,MNQ,1m,1788137220000,29375.25,29379.0,29368.0,29378.0,1624.0,
431776,MNQ,1m,1788137280000,29378.0,29378.75,29370.75,29371.75,686.0,
431777,MNQ,1m,1788137340000,29371.75,29376.25,29370.25,29372.5,553.0,
431778,MNQ,1m,1788137400000,29372.0,29378.25,29368.5,29375.75,943.0,
431779,MNQ,1m,1788137460000,29375.0,29381.25,29371.0,29379.5,1172.0,
431780,MNQ,1m,1788137520000,29379.25,29389.5,29371.5,29389.25,1605.0,
431781,MNQ,1m,1788137580000,29389.75,29394.0,29380.75,29384.0,1533.0,
431782,MNQ,1m,1788137640000,29384.0,29387.75,29375.75,29385.0,950.0,
431783,MNQ,1m,1788137700000,29384.75,29386.75,29370.25,29371.0,993.0,
431784,MNQ,1m,1788137760000,29370.5,29370.75,29351.0,29353.0,2870.0,
431785,MNQ,1m,1788137820000,29353.25,29359.75,29350.0,29355.75,1374.0,
431786,MNQ,1m,1788137880000,29355.5,29358.5,29350.5,29352.75,998.0,
431787,MNQ,1m,1788137940000,29352.75,29362.25,29351.25,29357.75,1608.0,
431788,MNQ,1m,1788138000000,29357.5,29358.75,29316.0,29321.75,5038.0,
431789,MNQ,1m,1788138060000,29321.5,29324.0,29304.5,29322.25,3396.0,
431790,MNQ,1m,1788138120000,29322.75,29335.0,29311.75,29332.5,2632.0,
431791,MNQ,1m,1788138180000,29332.5,29347.75,29322.75,29340.25,2814.0,
431792,MNQ,1m,1788138240000,29340.5,29347.25,29332.25,29345.0,1599.0,
431793,MNQ,1m,1788138300000,29345.5,29345.5,29322.5,29326.5,1934.0,
431794,MNQ,1m,1788138360000,29326.25,29340.25,29314.75,29339.0,2187.0,
431795,MNQ,1m,1788138420000,29338.75,29339.5,29317.5,29330.25,1512.0,
431796,MNQ,1m,1788138480000,29330.0,29331.0,29322.0,29323.75,1151.0,
431797,MNQ,1m,1788138540000,29323.75,29325.25,29308.25,29315.25,1634.0,
431798,MNQ,1m,1788138600000,29315.25,29318.25,29296.5,29297.75,2243.0,
431799,MNQ,1m,1788138660000,29297.75,29304.5,29292.25,29299.25,2014.0,
431800,MNQ,1m,1788138720000,29298.5,29313.0,29292.5,29305.75,1805.0,
431801,MNQ,1m,1788138780000,29305.25,29315.0,29297.5,29310.75,1578.0,
431802,MNQ,1m,1788138840000,29311.0,29330.25,29307.0,29323.0,1910.0,
431803,MNQ,1m,1788138900000,29323.5,29328.0,29308.0,29309.25,1989.0,
431804,MNQ,1m,1788138960000,29308.75,29324.0,29308.75,29319.5,1614.0,
431805,MNQ,1m,1788139020000,29320.0,29332.5,29312.75,29315.5,2276.0,
431806,MNQ,1m,1788139080000,29315.5,29321.5,29304.5,29319.25,2105.0,
431807,MNQ,1m,1788139140000,29319.5,29335.75,29315.75,29329.5,1772.0,
431808,MNQ,1m,1788139200000,29329.75,29339.75,29320.5,29324.5,2027.0,
431809,MNQ,1m,1788139260000,29325.5,29327.25,29303.0,29316.0,2444.0,
431810,MNQ,1m,1788139320000,29315.5,29324.75,29309.75,29323.75,1163.0,
431811,MNQ,1m,1788139380000,29323.75,29334.75,29305.0,29305.5,1971.0,
431812,MNQ,1m,1788139440000,29304.75,29328.75,29303.75,29326.0,1611.0,
431813,MNQ,1m,1788139500000,29325.25,29326.25,29308.5,29319.75,1185.0,
431814,MNQ,1m,1788139560000,29319.75,29329.75,29316.0,29319.75,1134.0,
431815,MNQ,1m,1788139620000,29319.0,29333.25,29317.0,29333.0,1189.0,
431816,MNQ,1m,1788139680000,29333.5,29336.75,29327.5,29332.25,1053.0,
431817,MNQ,1m,1788139740000,29333.0,29340.0,29326.0,29330.75,1217.0,
431818,MNQ,1m,1788139800000,29330.0,29336.75,29323.75,29330.0,1123.0,
431819,MNQ,1m,1788139860000,29329.75,29337.0,29327.25,29329.75,791.0,
431820,MNQ,1m,1788139920000,29329.5,29336.5,29325.0,29331.0,941.0,
431821,MNQ,1m,1788139980000,29331.25,29334.25,29315.75,29318.5,1471.0,
431822,MNQ,1m,1788140040000,29316.25,29320.0,29309.0,29312.5,1512.0,
431823,MNQ,1m,1788140100000,29312.5,29320.75,29308.75,29311.0,1050.0,
431824,MNQ,1m,1788140160000,29310.75,29317.5,29306.5,29310.75,993.0,
431825,MNQ,1m,1788140220000,29310.5,29325.75,29307.5,29324.5,1196.0,
431826,MNQ,1m,1788140280000,29324.0,29330.25,29308.0,29313.0,1490.0,
431827,MNQ,1m,1788140340000,29314.0,29332.75,29314.0,29328.5,1273.0,
431828,MNQ,1m,1788140400000,29327.0,29333.75,29326.25,29331.75,838.0,
431829,MNQ,1m,1788140460000,29332.25,29333.5,29316.5,29325.5,979.0,
431830,MNQ,1m,1788140520000,29325.75,29334.25,29324.5,29330.75,664.0,
431831,MNQ,1m,1788140580000,29331.5,29338.0,29327.0,29332.5,987.0,
431832,MNQ,1m,1788140640000,29331.75,29332.25,29311.0,29313.25,1217.0,
431833,MNQ,1m,1788140700000,29313.5,29328.75,29305.25,29327.5,1775.0,
431834,MNQ,1m,1788140760000,29328.25,29329.5,29307.5,29309.25,1044.0,
431835,MNQ,1m,1788140820000,29308.25,29315.25,29302.5,29310.25,1371.0,
431836,MNQ,1m,1788140880000,29311.5,29313.75,29304.0,29311.25,902.0,
431837,MNQ,1m,1788140940000,29311.25,29317.75,29306.0,29313.5,880.0,
431838,MNQ,1m,1788141000000,29313.25,29315.75,29306.5,29307.5,810.0,
431839,MNQ,1m,1788141060000,29306.75,29315.25,29303.5,29307.5,1108.0,
431840,MNQ,1m,1788141120000,29307.5,29322.0,29303.5,29314.0,1244.0,
431841,MNQ,1m,1788141180000,29313.5,29318.0,29301.75,29317.5,1186.0,
431842,MNQ,1m,1788141240000,29317.25,29318.0,29303.75,29309.25,911.0,
431843,MNQ,1m,1788141300000,29309.0,29320.25,29306.5,29314.0,722.0,
431844,MNQ,1m,1788141360000,29313.5,29322.25,29312.0,29317.75,891.0,
431845,MNQ,1m,1788141420000,29317.0,29321.25,29308.75,29318.5,875.0,
431846,MNQ,1m,1788141480000,29317.5,29319.0,29312.0,29314.75,463.0,
431847,MNQ,1m,1788141540000,29314.0,29328.75,29305.75,29324.0,1463.0,
431848,MNQ,1m,1788141600000,29324.25,29327.25,29309.25,29317.25,1468.0,
431849,MNQ,1m,1788141660000,29317.75,29331.25,29315.75,29325.0,1280.0,
431850,MNQ,1m,1788141720000,29325.0,29334.25,29320.25,29325.5,1062.0,
431851,MNQ,1m,1788141780000,29325.5,29329.5,29311.25,29326.25,1182.0,
431852,MNQ,1m,1788141840000,29326.75,29336.25,29322.5,29336.25,1105.0,
431853,MNQ,1m,1788141900000,29336.25,29344.25,29332.5,29343.0,1705.0,
431854,MNQ,1m,1788141960000,29343.0,29350.0,29341.75,29348.0,1531.0,
431855,MNQ,1m,1788142020000,29348.25,29349.5,29335.75,29341.0,1005.0,
431856,MNQ,1m,1788142080000,29341.75,29355.0,29336.5,29354.5,1115.0,
431857,MNQ,1m,1788142140000,29354.0,29359.0,29352.25,29353.5,1153.0,
431858,MNQ,1m,1788142200000,29353.5,29363.0,29350.75,29352.25,1231.0,
431859,MNQ,1m,1788142260000,29352.25,29357.25,29347.25,29350.75,867.0,
431860,MNQ,1m,1788142320000,29350.75,29353.0,29338.5,29350.0,1252.0,
431861,MNQ,1m,1788142380000,29350.0,29361.75,29349.25,29361.25,948.0,
431862,MNQ,1m,1788142440000,29361.75,29362.5,29355.75,29356.5,710.0,
431863,MNQ,1m,1788142500000,29356.75,29358.0,29344.0,29348.0,888.0,
431864,MNQ,1m,1788142560000,29348.5,29354.5,29344.25,29353.25,751.0,
431865,MNQ,1m,1788142620000,29353.75,29354.5,29345.5,29347.25,477.0,
431866,MNQ,1m,1788142680000,29346.5,29347.0,29321.0,29325.5,2047.0,
431867,MNQ,1m,1788142740000,29324.75,29341.5,29315.0,29341.0,3363.0,
431868,MNQ,1m,1788142800000,29341.0,29341.25,29324.75,29330.25,1683.0,
431869,MNQ,1m,1788142860000,29330.0,29333.75,29326.0,29327.25,690.0,
431870,MNQ,1m,1788142920000,29327.0,29333.5,29323.25,29326.5,977.0,
431871,MNQ,1m,1788142980000,29326.0,29327.25,29321.0,29323.75,605.0,
431872,MNQ,1m,1788143040000,29323.25,29337.0,29321.0,29323.75,1133.0,
431873,MNQ,1m,1788143100000,29324.0,29325.5,29310.0,29310.5,1458.0,
431874,MNQ,1m,1788143160000,29310.5,29312.5,29304.0,29311.0,1445.0,
431875,MNQ,1m,1788143220000,29310.5,29329.0,29308.75,29327.75,1355.0,
431876,MNQ,1m,1788143280000,29328.25,29336.5,29327.0,29333.5,1429.0,
431877,MNQ,1m,1788143340000,29334.25,29336.5,29326.5,29327.0,770.0,
431878,MNQ,1m,1788143400000,29327.5,29330.75,29320.5,29325.75,1155.0,
431879,MNQ,1m,1788143460000,29326.0,29335.25,29315.5,29319.25,1104.0,
431880,MNQ,1m,1788143520000,29319.25,29322.25,29309.5,29313.5,1256.0,
431881,MNQ,1m,1788143580000,29313.75,29320.0,29309.5,29311.5,767.0,
431882,MNQ,1m,1788143640000,29311.25,29312.75,29297.25,29300.25,1913.0,
431883,MNQ,1m,1788143700000,29299.75,29300.25,29288.5,29292.25,1717.0,
431884,MNQ,1m,1788143760000,29292.25,29302.0,29291.0,29297.5,1313.0,
431885,MNQ,1m,1788143820000,29297.0,29307.75,29297.0,29302.5,1376.0,
431886,MNQ,1m,1788143880000,29302.5,29305.25,29292.25,29298.0,1050.0,
431887,MNQ,1m,1788143940000,29298.5,29300.5,29293.5,29294.75,928.0,
431888,MNQ,1m,1788144000000,29295.0,29296.0,29287.0,29288.0,1254.0,
431889,MNQ,1m,1788144060000,29288.0,29293.5,29286.5,29289.25,604.0,
431890,MNQ,1m,1788144120000,29288.5,29294.0,29287.5,29293.5,484.0,
431891,MNQ,1m,1788144180000,29293.25,29301.5,29291.75,29298.75,847.0,
431892,MNQ,1m,1788144240000,29298.25,29300.0,29290.75,29296.0,912.0,
431893,MNQ,1m,1788144300000,29296.25,29315.0,29296.0,29311.5,1632.0,
431894,MNQ,1m,1788144360000,29311.75,29320.5,29311.0,29320.0,925.0,
431895,MNQ,1m,1788144420000,29319.75,29326.25,29318.5,29324.5,1126.0,
431896,MNQ,1m,1788144480000,29324.25,29325.75,29306.5,29307.5,1211.0,
431897,MNQ,1m,1788144540000,29307.0,29310.75,29290.0,29297.0,2000.0,
431898,MNQ,1m,1788144600000,29297.0,29308.25,29297.0,29301.5,1132.0,
431899,MNQ,1m,1788144660000,29301.75,29302.25,29295.0,29298.5,804.0,
431900,MNQ,1m,1788144720000,29298.5,29300.75,29291.75,29296.0,615.0,
431901,MNQ,1m,1788144780000,29296.75,29309.0,29293.5,29308.0,714.0,
431902,MNQ,1m,1788144840000,29308.5,29321.5,29303.0,29317.5,1069.0,
431903,MNQ,1m,1788144900000,29317.25,29320.0,29315.5,29318.25,488.0,
431904,MNQ,1m,1788144960000,29318.25,29323.5,29316.25,29321.75,544.0,
431905,MNQ,1m,1788145020000,29322.5,29333.75,29322.5,29332.75,1267.0,
431906,MNQ,1m,1788145080000,29333.25,29339.5,29331.75,29335.75,983.0,
431907,MNQ,1m,1788145140000,29336.25,29347.0,29334.75,29344.25,1141.0,
431908,MNQ,1m,1788145200000,29345.0,29350.0,29336.75,29338.5,1475.0,
431909,MNQ,1m,1788145260000,29338.75,29348.25,29338.25,29346.25,618.0,
431910,MNQ,1m,1788145320000,29346.75,29357.0,29345.25,29353.75,1189.0,
431911,MNQ,1m,1788145380000,29354.25,29358.25,29352.25,29357.75,809.0,
431912,MNQ,1m,1788145440000,29357.25,29358.75,29349.75,29350.0,700.0,
431913,MNQ,1m,1788145500000,29350.75,29356.75,29345.75,29348.25,987.0,
431914,MNQ,1m,1788145560000,29348.75,29352.0,29347.0,29351.25,416.0,
431915,MNQ,1m,1788145620000,29351.25,29352.75,29346.5,29351.5,311.0,
431916,MNQ,1m,1788145680000,29351.75,29356.0,29349.25,29355.0,414.0,
431917,MNQ,1m,1788145740000,29355.25,29363.0,29351.5,29361.0,950.0,
431918,MNQ,1m,1788145800000,29361.5,29368.25,29353.0,29361.0,1354.0,
431919,MNQ,1m,1788145860000,29361.0,29367.5,29359.5,29361.0,719.0,
431920,MNQ,1m,1788145920000,29361.5,29362.75,29358.0,29359.25,604.0,
431921,MNQ,1m,1788145980000,29359.25,29363.0,29357.0,29362.25,456.0,
431922,MNQ,1m,1788146040000,29362.0,29363.25,29355.25,29355.75,548.0,
431923,MNQ,1m,1788146100000,29355.75,29356.25,29347.5,29351.0,1032.0,
431924,MNQ,1m,1788146160000,29351.0,29355.5,29350.25,29354.75,605.0,
431925,MNQ,1m,1788146220000,29355.25,29358.0,29350.25,29352.5,484.0,
431926,MNQ,1m,1788146280000,29352.75,29354.0,29350.5,29351.25,359.0,
431927,MNQ,1m,1788146340000,29351.5,29353.25,29346.0,29348.0,519.0,
431928,MNQ,1m,1788146400000,29348.25,29351.25,29345.75,29348.0,471.0,
431929,MNQ,1m,1788146460000,29348.5,29353.5,29347.75,29349.5,301.0,
431930,MNQ,1m,1788146520000,29350.5,29356.25,29348.25,29353.0,713.0,
431931,MNQ,1m,1788146580000,29353.25,29355.75,29349.0,29352.75,419.0,
431932,MNQ,1m,1788146640000,29352.5,29354.75,29349.75,29353.75,286.0,
431933,MNQ,1m,1788146700000,29354.5,29358.75,29352.25,29357.0,833.0,
431934,MNQ,1m,1788146760000,29357.0,29358.25,29352.75,29356.25,337.0,
431935,MNQ,1m,1788146820000,29355.75,29358.0,29346.75,29348.75,594.0,
431936,MNQ,1m,1788146880000,29348.25,29350.0,29344.25,29346.25,711.0,
431937,MNQ,1m,1788146940000,29347.0,29347.0,29342.5,29344.25,387.0,
431938,MNQ,1m,1788147000000,29344.25,29346.5,29341.25,29343.0,566.0,
431939,MNQ,1m,1788147060000,29342.25,29348.0,29339.75,29348.0,654.0,
431940,MNQ,1m,1788147120000,29347.5,29348.25,29342.75,29345.75,544.0,
431941,MNQ,1m,1788147180000,29345.75,29350.75,29343.25,29349.5,482.0,
431942,MNQ,1m,1788147240000,29349.75,29350.25,29343.75,29345.5,377.0,
431943,MNQ,1m,1788147300000,29346.5,29351.5,29346.25,29348.0,399.0,
431944,MNQ,1m,1788147360000,29348.5,29348.75,29337.75,29345.75,810.0,
431945,MNQ,1m,1788147420000,29346.0,29350.5,29345.0,29349.5,376.0,
431946,MNQ,1m,1788147480000,29348.25,29351.25,29346.0,29348.0,197.0,
431947,MNQ,1m,1788147540000,29347.5,29347.75,29341.25,29342.5,320.0,
431948,MNQ,1m,1788147600000,29342.25,29347.0,29339.5,29342.5,546.0,
431949,MNQ,1m,1788147660000,29342.25,29346.25,29339.5,29345.5,252.0,
431950,MNQ,1m,1788147720000,29346.25,29348.25,29341.5,29343.5,297.0,
431951,MNQ,1m,1788147780000,29344.75,29350.0,29343.5,29345.0,339.0,
431952,MNQ,1m,1788147840000,29345.75,29349.25,29344.5,29346.0,238.0,
431953,MNQ,1m,1788147900000,29346.0,29347.0,29340.0,29341.5,333.0,
431954,MNQ,1m,1788147960000,29341.25,29344.0,29338.75,29342.0,356.0,
431955,MNQ,1m,1788148020000,29342.25,29345.5,29339.5,29342.25,204.0,
431956,MNQ,1m,1788148080000,29342.5,29345.75,29340.5,29343.25,173.0,
431957,MNQ,1m,1788148140000,29344.0,29349.0,29343.5,29345.0,373.0,
431958,MNQ,1m,1788148200000,29345.0,29349.0,29344.5,29348.25,287.0,
431959,MNQ,1m,1788148260000,29347.75,29348.25,29345.0,29347.25,187.0,
431960,MNQ,1m,1788148320000,29347.5,29348.0,29343.0,29344.0,272.0,
431961,MNQ,1m,1788148380000,29344.0,29344.0,29339.0,29341.0,234.0,
431962,MNQ,1m,1788148440000,29341.25,29347.5,29340.75,29346.0,213.0,
431963,MNQ,1m,1788148500000,29346.0,29350.75,29345.75,29347.0,399.0,
431964,MNQ,1m,1788148560000,29347.0,29354.5,29346.0,29348.5,504.0,
431965,MNQ,1m,1788148620000,29349.25,29350.5,29346.25,29349.75,251.0,
431966,MNQ,1m,1788148680000,29349.0,29350.75,29348.75,29348.75,164.0,
431967,MNQ,1m,1788148740000,29349.75,29353.0,29348.25,29351.5,167.0,
431968,MNQ,1m,1788148800000,29352.5,29356.0,29348.25,29349.25,557.0,
431969,MNQ,1m,1788148860000,29349.0,29350.75,29343.25,29348.75,498.0,
431970,MNQ,1m,1788148920000,29349.0,29350.5,29345.5,29348.75,198.0,
431971,MNQ,1m,1788148980000,29349.25,29353.5,29348.25,29351.75,270.0,
431972,MNQ,1m,1788149040000,29352.25,29352.75,29344.5,29348.25,334.0,
431973,MNQ,1m,1788149100000,29346.75,29349.25,29341.0,29347.25,461.0,
431974,MNQ,1m,1788149160000,29347.0,29349.0,29346.5,29347.5,126.0,
431975,MNQ,1m,1788149220000,29347.75,29351.0,29347.0,29350.0,167.0,
431976,MNQ,1m,1788149280000,29350.0,29351.5,29347.75,29349.0,152.0,
431977,MNQ,1m,1788149340000,29348.5,29350.5,29348.0,29350.5,115.0,
431978,MNQ,1m,1788149400000,29350.0,29351.25,29347.75,29349.25,161.0,
431979,MNQ,1m,1788149460000,29349.5,29349.5,29344.25,29346.75,137.0,
431980,MNQ,1m,1788149520000,29346.5,29346.5,29342.0,29344.5,335.0,
431981,MNQ,1m,1788149580000,29344.25,29350.75,29343.0,29350.75,295.0,
431982,MNQ,1m,1788149640000,29350.25,29355.0,29348.5,29354.0,468.0,
431983,MNQ,1m,1788149700000,29354.75,29354.75,29342.5,29346.0,604.0,
431984,MNQ,1m,1788149760000,29346.0,29351.25,29345.75,29351.25,319.0,
431985,MNQ,1m,1788149820000,29351.25,29353.5,29349.75,29351.75,334.0,
431986,MNQ,1m,1788149880000,29351.5,29354.25,29350.0,29351.0,258.0,
431987,MNQ,1m,1788149940000,29352.0,29360.0,29350.75,29351.5,622.0,
431988,MNQ,1m,1788150000000,29352.5,29354.5,29351.5,29351.75,360.0,
431989,MNQ,1m,1788150060000,29351.75,29353.25,29349.0,29349.0,296.0,
431990,MNQ,1m,1788150120000,29349.0,29350.25,29347.25,29348.75,231.0,
431991,MNQ,1m,1788150180000,29348.75,29349.75,29346.0,29346.0,143.0,
