ts_ct,session,event,reason,plan_version_in_force,plan_age_min,move_pts_15m,evidence
2026-09-02 22:25:01,ASIA,skipped,min_interval,2026-09-02:ASIA v13,12.3,15.25,09-02 22:25:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-02 22:26:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,14.2,15.25,09-02 22:26:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-02 22:28:51,ASIA,skipped,min_interval,2026-09-02:ASIA v13,16.1,15.25,09-02 22:28:51 🗓️ level wake seated OB(bull)·1h invalidated: close 29204.50 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-03 00:00:56,ASIA,fired,proceed,2026-09-02:ASIA v13,108.2,-59.25,"09-03 00:00:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29207.50 below 29212.50 (noise 3.94) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-03 00:08:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,0.2,-59.25,09-03 00:08:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29207.50 below 29212.50 (noise 4.41) on ASIA 2026-09-02 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-03 00:10:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,2.2,-59.25,09-03 00:10:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29207.50 below 29212.50 (noise 4.47) on ASIA 2026-09-02 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-03 00:12:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,4.2,-59.25,09-03 00:12:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29207.50 below 29212.50 (noise 4.50) on ASIA 2026-09-02 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-03 00:14:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,6.2,-59.25,09-03 00:14:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29207.50 below 29212.50 (noise 4.63) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-03 00:15:01,ASIA,skipped,min_interval,2026-09-02:ASIA v14,6.3,-45.0,09-03 00:15:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 4.33) on ASIA 2026-09-02 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-03 00:16:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,8.2,-45.0,09-03 00:16:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 4.45) on ASIA 2026-09-02 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-03 00:18:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,10.2,-45.0,09-03 00:18:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 4.65) on ASIA 2026-09-02 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 00:20:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,12.2,-45.0,09-03 00:20:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 4.82) on ASIA 2026-09-02 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-03 00:22:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,14.2,-45.0,09-03 00:22:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 4.98) on ASIA 2026-09-02 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-03 00:24:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,16.2,-45.0,09-03 00:24:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 5.09) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-03 00:25:01,ASIA,skipped,min_interval,2026-09-02:ASIA v14,16.3,-45.0,09-03 00:25:01 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 5.09) on ASIA 2026-09-02 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-03 00:26:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,18.2,-45.0,09-03 00:26:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 5.09) on ASIA 2026-09-02 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-03 00:28:56,ASIA,skipped,min_interval,2026-09-02:ASIA v14,20.2,-45.0,09-03 00:28:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29148.50 below 29212.50 (noise 5.09) on ASIA 2026-09-02 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-03 00:30:56,ASIA,proceeded,cooldown_warn_first_NOT_enforced,2026-09-02:ASIA v14,22.2,39.25,09-03 00:30:56 ⏱ wake would_skip: cooldown 22 min since the last wake-authored version (cooldown 30m) — seated OB(bull)·1h invalidated: close 29103.00 below 29212.50 (noise 4.93) on ASIA. WARN-first: the wake PROCEEDS. Recorded n=4 (class 47)
2026-09-03 00:30:56,ASIA,fired,proceed,2026-09-02:ASIA v14,22.2,39.25,"09-03 00:30:56 🗓️ level wake seated OB(bull)·1h invalidated: close 29103.00 below 29212.50 (noise 4.93) on ASIA 2026-09-02 — waking the planner (W6, 5th wake-up)."
2026-09-03 00:45:00,ASIA,no_wake_line,no_candidate_or_loop_not_running,2026-09-02:ASIA v15,10.8,46.75,"15m bar 2026-09-03 00:45 o=29142.0 h=29189.25 l=29127.5 c=29188.75; zero wake lines in [00:45,01:00) across nofx_2026-09-02.log+nofx_2026-09-03.log"
2026-09-03 04:45:00,LONDON,no_wake_line,no_candidate_or_loop_not_running,2026-09-03:LONDON v1,190.1,-40.0,"15m bar 2026-09-03 04:45 o=29177.0 h=29177.0 l=29127.0 c=29137.0; zero wake lines in [04:45,05:00) across nofx_2026-09-02.log+nofx_2026-09-03.log"
2026-09-03 07:30:00,LONDON,no_wake_line,no_candidate_or_loop_not_running,2026-09-03:LONDON v1,355.1,44.5,"15m bar 2026-09-03 07:30 o=29145.25 h=29242.5 l=29143.0 c=29189.75; zero wake lines in [07:30,07:45) across nofx_2026-09-02.log+nofx_2026-09-03.log"
2026-09-03 07:45:00,LONDON,no_wake_line,no_candidate_or_loop_not_running,2026-09-03:LONDON v1,370.1,55.0,"15m bar 2026-09-03 07:45 o=29189.5 h=29260.0 l=29184.25 c=29244.5; zero wake lines in [07:45,08:00) across nofx_2026-09-02.log+nofx_2026-09-03.log"
2026-09-03 08:02:54,LONDON,deferred,planner_stream_open,2026-09-03:LONDON v1,388.0,-5.5,09-03 08:02:54 ⏱ wake DEFERRED: a planner stream is already open (2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265) — 1h S/D zone Demand [29101.75–29187.25] on LONDON. Scheduled reads never defer; this is a wake (class 47)
2026-09-03 08:04:54,LONDON,deferred,planner_stream_open,2026-09-03:LONDON v1,390.0,-5.5,09-03 08:04:54 ⏱ wake DEFERRED: a planner stream is already open (2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265) — 1h S/D zone Demand [29101.75–29187.25] on LONDON. Scheduled reads never defer; this is a wake (class 47)
2026-09-03 08:05:01,LONDON,deferred,planner_stream_open,2026-09-03:LONDON v1,390.1,-5.5,09-03 08:05:01 ⏱ wake DEFERRED: a planner stream is already open (2026-09-03:NY:8d5c8af5_8ef641a7-815c-4bb5-9798-b070b67d7998_deepseek_1781246265) — 1h S/D zone Demand [29101.75–29187.25] on LONDON. Scheduled reads never defer; this is a wake (class 47)
2026-09-03 08:06:54,LONDON,proceeded,cutoff_warn_first_NOT_enforced,2026-09-03:LONDON v1,392.0,-5.5,09-03 08:06:54 ⏱ wake would_skip: 24 min to flat (cutoff 25m) — 1h S/D zone Demand [29101.75–29187.25] on LONDON. WARN-first: the wake PROCEEDS. Recorded n=1 (class 47)
2026-09-03 08:06:54,LONDON,fired,proceed,2026-09-03:LONDON v1,392.0,-5.5,"09-03 08:06:54 🗓️ level wake 1h S/D zone Demand [29101.75–29187.25] on LONDON 2026-09-03 — waking the planner (W6, 5th wake-up)."
2026-09-03 08:06:54,NY,skipped,min_interval,2026-09-03:NY v1,1.6,-5.5,09-03 08:06:54 🗓️ level wake seated Supply·1h invalidated: close 29244.50 above 29209.25 (noise 6.95) on NY 2026-09-03 — SKIPPED: 0m elapsed < wake_min_interval_min (30m).
2026-09-03 08:08:54,NY,skipped,min_interval,2026-09-03:NY v1,3.6,-5.5,09-03 08:08:54 🗓️ level wake seated Supply·1h invalidated: close 29244.50 above 29209.25 (noise 7.03) on NY 2026-09-03 — SKIPPED: 2m elapsed < wake_min_interval_min (30m).
2026-09-03 08:10:54,NY,skipped,min_interval,2026-09-03:NY v1,5.6,-5.5,09-03 08:10:54 🗓️ level wake seated Supply·1h invalidated: close 29244.50 above 29209.25 (noise 7.03) on NY 2026-09-03 — SKIPPED: 4m elapsed < wake_min_interval_min (30m).
2026-09-03 08:12:54,NY,skipped,min_interval,2026-09-03:NY v1,7.6,-5.5,09-03 08:12:54 🗓️ level wake seated Supply·1h invalidated: close 29244.50 above 29209.25 (noise 7.03) on NY 2026-09-03 — SKIPPED: 6m elapsed < wake_min_interval_min (30m).
2026-09-03 08:14:54,NY,skipped,min_interval,2026-09-03:NY v1,9.6,-5.5,09-03 08:14:54 🗓️ level wake seated Supply·1h invalidated: close 29244.50 above 29209.25 (noise 7.04) on NY 2026-09-03 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-03 08:15:01,NY,skipped,min_interval,2026-09-03:NY v1,9.7,9.5,09-03 08:15:01 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 6.55) on NY 2026-09-03 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-03 08:16:54,LONDON,skipped,min_interval,2026-09-03:LONDON v2,1.2,9.5,09-03 08:16:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 6.64) on LONDON 2026-09-03 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-03 08:16:54,NY,skipped,min_interval,2026-09-03:NY v1,11.6,9.5,09-03 08:16:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 6.64) on NY 2026-09-03 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-03 08:18:54,LONDON,skipped,min_interval,2026-09-03:LONDON v2,3.2,9.5,09-03 08:18:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 6.80) on LONDON 2026-09-03 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-03 08:18:54,NY,skipped,min_interval,2026-09-03:NY v1,13.6,9.5,09-03 08:18:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 6.80) on NY 2026-09-03 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-03 08:20:54,LONDON,skipped,min_interval,2026-09-03:LONDON v2,5.2,9.5,09-03 08:20:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on LONDON 2026-09-03 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-03 08:20:54,NY,skipped,min_interval,2026-09-03:NY v1,15.6,9.5,09-03 08:20:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on NY 2026-09-03 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-03 08:22:54,LONDON,skipped,min_interval,2026-09-03:LONDON v2,7.2,9.5,09-03 08:22:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on LONDON 2026-09-03 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-03 08:22:54,NY,skipped,min_interval,2026-09-03:NY v1,17.6,9.5,09-03 08:22:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on NY 2026-09-03 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-03 08:24:54,LONDON,skipped,min_interval,2026-09-03:LONDON v2,9.2,9.5,09-03 08:24:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on LONDON 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 08:24:54,NY,skipped,min_interval,2026-09-03:NY v1,19.6,9.5,09-03 08:24:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on NY 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 08:25:01,LONDON,skipped,min_interval,2026-09-03:LONDON v2,9.3,9.5,09-03 08:25:01 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on LONDON 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 08:25:01,NY,skipped,min_interval,2026-09-03:NY v1,19.7,9.5,09-03 08:25:01 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on NY 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 08:26:54,LONDON,skipped,min_interval,2026-09-03:LONDON v2,11.2,9.5,09-03 08:26:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on LONDON 2026-09-03 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-03 08:26:54,NY,skipped,min_interval,2026-09-03:NY v1,21.6,9.5,09-03 08:26:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.01) on NY 2026-09-03 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-03 08:28:54,LONDON,skipped,min_interval,2026-09-03:LONDON v2,13.2,9.5,09-03 08:28:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.09) on LONDON 2026-09-03 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-03 08:28:54,NY,skipped,min_interval,2026-09-03:NY v1,23.6,9.5,09-03 08:28:54 🗓️ level wake seated Supply·1h invalidated: close 29239.25 above 29209.25 (noise 7.09) on NY 2026-09-03 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-03 08:30:54,NY,skipped,min_interval,2026-09-03:NY v1,25.6,95.75,09-03 08:30:54 🗓️ level wake seated Supply·1h invalidated: close 29249.25 above 29209.25 (noise 7.05) on NY 2026-09-03 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-03 08:32:54,NY,skipped,min_interval,2026-09-03:NY v1,27.6,95.75,09-03 08:32:54 🗓️ level wake seated Supply·1h invalidated: close 29249.25 above 29209.25 (noise 7.23) on NY 2026-09-03 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-03 08:35:19,NY,skipped,min_interval,2026-09-03:NY v1,30.0,95.75,09-03 08:35:19 🗓️ level wake seated Supply·1h invalidated: close 29249.25 above 29209.25 (noise 7.27) on NY 2026-09-03 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-03 08:36:54,NY,fired,proceed,2026-09-03:NY v1,31.6,95.75,"09-03 08:36:54 🗓️ level wake seated Supply·1h invalidated: close 29249.25 above 29209.25 (noise 7.53) on NY 2026-09-03 — waking the planner (W6, 5th wake-up)."
2026-09-03 08:46:54,NY,skipped,min_interval,2026-09-03:NY v2,1.8,-13.25,09-03 08:46:54 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.09) on NY 2026-09-03 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-03 08:48:54,NY,skipped,min_interval,2026-09-03:NY v2,3.8,-13.25,09-03 08:48:54 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.13) on NY 2026-09-03 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-03 08:50:54,NY,skipped,min_interval,2026-09-03:NY v2,5.8,-13.25,09-03 08:50:54 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.33) on NY 2026-09-03 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-03 08:52:54,NY,skipped,min_interval,2026-09-03:NY v2,7.8,-13.25,09-03 08:52:54 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.34) on NY 2026-09-03 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-03 08:54:54,NY,skipped,min_interval,2026-09-03:NY v2,9.8,-13.25,09-03 08:54:54 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.34) on NY 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 08:55:01,NY,skipped,min_interval,2026-09-03:NY v2,9.9,-13.25,09-03 08:55:01 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.34) on NY 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 08:56:54,NY,skipped,min_interval,2026-09-03:NY v2,11.8,-13.25,09-03 08:56:54 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.46) on NY 2026-09-03 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-03 08:58:54,NY,skipped,min_interval,2026-09-03:NY v2,13.8,-13.25,09-03 08:58:54 🗓️ level wake seated Supply·1h invalidated: close 29346.00 above 29209.25 (noise 8.57) on NY 2026-09-03 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-03 09:00:54,NY,skipped,min_interval,2026-09-03:NY v2,15.8,-30.75,09-03 09:00:54 🗓️ level wake seated Supply·1h invalidated: close 29332.25 above 29209.25 (noise 8.38) on NY 2026-09-03 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-03 09:02:54,NY,skipped,min_interval,2026-09-03:NY v2,17.8,-30.75,09-03 09:02:54 🗓️ level wake seated Supply·1h invalidated: close 29332.25 above 29209.25 (noise 8.88) on NY 2026-09-03 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-03 09:05:35,NY,skipped,min_interval,2026-09-03:NY v2,20.5,-30.75,09-03 09:05:35 🗓️ level wake seated Supply·1h invalidated: close 29332.25 above 29209.25 (noise 8.88) on NY 2026-09-03 — SKIPPED: 29m elapsed < wake_min_interval_min (30m).
2026-09-03 09:06:54,NY,proceeded,cooldown_warn_first_NOT_enforced,2026-09-03:NY v2,21.8,-30.75,09-03 09:06:54 ⏱ wake would_skip: cooldown 21 min since the last wake-authored version (cooldown 30m) — seated Supply·1h invalidated: close 29332.25 above 29209.25 (noise 8.88) on NY. WARN-first: the wake PROCEEDS. Recorded n=1 (class 47)
2026-09-03 09:06:54,NY,fired,proceed,2026-09-03:NY v2,21.8,-30.75,"09-03 09:06:54 🗓️ level wake seated Supply·1h invalidated: close 29332.25 above 29209.25 (noise 8.88) on NY 2026-09-03 — waking the planner (W6, 5th wake-up)."
2026-09-03 09:15:01,NY,skipped,min_interval,2026-09-03:NY v2,29.9,42.25,09-03 09:15:01 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 8.37) on NY 2026-09-03 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-03 09:16:54,NY,skipped,min_interval,2026-09-03:NY v3,1.4,42.25,09-03 09:16:54 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 8.65) on NY 2026-09-03 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-03 09:18:54,NY,skipped,min_interval,2026-09-03:NY v3,3.4,42.25,09-03 09:18:54 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 8.69) on NY 2026-09-03 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-03 09:20:47,NY,skipped,min_interval,2026-09-03:NY v3,5.3,42.25,09-03 09:20:47 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 9.02) on NY 2026-09-03 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-03 09:21:28,NY,skipped,min_interval,2026-09-03:NY v3,6.0,42.25,09-03 09:21:28 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 9.02) on NY 2026-09-03 — SKIPPED: 15m elapsed < wake_min_interval_min (30m).
2026-09-03 09:22:54,NY,skipped,min_interval,2026-09-03:NY v3,7.4,42.25,09-03 09:22:54 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 9.02) on NY 2026-09-03 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-03 09:24:54,NY,skipped,min_interval,2026-09-03:NY v3,9.4,42.25,09-03 09:24:54 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 9.06) on NY 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 09:25:01,NY,skipped,min_interval,2026-09-03:NY v3,9.5,42.25,09-03 09:25:01 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 9.06) on NY 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 09:26:54,NY,skipped,min_interval,2026-09-03:NY v3,11.4,42.25,09-03 09:26:54 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 9.06) on NY 2026-09-03 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-03 09:28:54,NY,skipped,min_interval,2026-09-03:NY v3,13.4,42.25,09-03 09:28:54 🗓️ level wake seated Supply·1h invalidated: close 29301.50 above 29209.25 (noise 9.07) on NY 2026-09-03 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-03 09:30:54,NY,skipped,min_interval,2026-09-03:NY v3,15.4,-59.0,09-03 09:30:54 🗓️ level wake seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 8.66) on NY 2026-09-03 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
2026-09-03 09:32:54,NY,skipped,min_interval,2026-09-03:NY v3,17.4,-59.0,09-03 09:32:54 🗓️ level wake seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 8.98) on NY 2026-09-03 — SKIPPED: 26m elapsed < wake_min_interval_min (30m).
2026-09-03 09:34:54,NY,skipped,min_interval,2026-09-03:NY v3,19.4,-59.0,09-03 09:34:54 🗓️ level wake seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 9.18) on NY 2026-09-03 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-03 09:35:01,NY,skipped,min_interval,2026-09-03:NY v3,19.5,-59.0,09-03 09:35:01 🗓️ level wake seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 9.24) on NY 2026-09-03 — SKIPPED: 28m elapsed < wake_min_interval_min (30m).
2026-09-03 09:36:54,NY,skipped,min_interval,2026-09-03:NY v3,21.4,-59.0,09-03 09:36:54 🗓️ level wake seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 9.24) on NY 2026-09-03 — SKIPPED: 30m elapsed < wake_min_interval_min (30m).
2026-09-03 09:38:54,NY,proceeded,cooldown_warn_first_NOT_enforced,2026-09-03:NY v3,23.4,-59.0,09-03 09:38:54 ⏱ wake would_skip: cooldown 23 min since the last wake-authored version (cooldown 30m) — seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 9.25) on NY. WARN-first: the wake PROCEEDS. Recorded n=2 (class 47)
2026-09-03 09:38:54,NY,fired,proceed,2026-09-03:NY v3,23.4,-59.0,"09-03 09:38:54 🗓️ level wake seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 9.25) on NY 2026-09-03 — waking the planner (W6, 5th wake-up)."
2026-09-03 09:44:54,NY,skipped,min_interval,2026-09-03:NY v4,0.3,-59.0,09-03 09:44:54 🗓️ level wake seated Supply·1h invalidated: close 29343.25 above 29209.25 (noise 9.36) on NY 2026-09-03 — SKIPPED: 6m elapsed < wake_min_interval_min (30m).
2026-09-03 09:45:01,NY,skipped,min_interval,2026-09-03:NY v4,0.5,79.5,09-03 09:45:01 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 8.72) on NY 2026-09-03 — SKIPPED: 6m elapsed < wake_min_interval_min (30m).
2026-09-03 09:46:54,NY,skipped,min_interval,2026-09-03:NY v4,2.4,79.5,09-03 09:46:54 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 8.97) on NY 2026-09-03 — SKIPPED: 8m elapsed < wake_min_interval_min (30m).
2026-09-03 09:48:54,NY,skipped,min_interval,2026-09-03:NY v4,4.3,79.5,09-03 09:48:54 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 9.00) on NY 2026-09-03 — SKIPPED: 10m elapsed < wake_min_interval_min (30m).
2026-09-03 09:50:54,NY,skipped,min_interval,2026-09-03:NY v4,6.3,79.5,09-03 09:50:54 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 9.12) on NY 2026-09-03 — SKIPPED: 12m elapsed < wake_min_interval_min (30m).
2026-09-03 09:52:54,NY,skipped,min_interval,2026-09-03:NY v4,8.3,79.5,09-03 09:52:54 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 9.12) on NY 2026-09-03 — SKIPPED: 14m elapsed < wake_min_interval_min (30m).
2026-09-03 09:54:54,NY,skipped,min_interval,2026-09-03:NY v4,10.3,79.5,09-03 09:54:54 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 9.12) on NY 2026-09-03 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-03 09:55:01,NY,skipped,min_interval,2026-09-03:NY v4,10.5,79.5,09-03 09:55:01 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 9.12) on NY 2026-09-03 — SKIPPED: 16m elapsed < wake_min_interval_min (30m).
2026-09-03 09:56:54,NY,skipped,min_interval,2026-09-03:NY v4,12.3,79.5,09-03 09:56:54 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 9.55) on NY 2026-09-03 — SKIPPED: 18m elapsed < wake_min_interval_min (30m).
2026-09-03 09:58:54,NY,skipped,min_interval,2026-09-03:NY v4,14.3,79.5,09-03 09:58:54 🗓️ level wake seated Supply·1h invalidated: close 29283.75 above 29209.25 (noise 9.72) on NY 2026-09-03 — SKIPPED: 20m elapsed < wake_min_interval_min (30m).
2026-09-03 10:00:54,NY,skipped,min_interval,2026-09-03:NY v4,16.4,101.5,09-03 10:00:54 🗓️ level wake seated Supply·1h invalidated: close 29363.50 above 29209.25 (noise 9.59) on NY 2026-09-03 — SKIPPED: 22m elapsed < wake_min_interval_min (30m).
2026-09-03 10:02:54,NY,skipped,min_interval,2026-09-03:NY v4,18.4,101.5,09-03 10:02:54 🗓️ level wake seated Supply·1h invalidated: close 29363.50 above 29209.25 (noise 9.75) on NY 2026-09-03 — SKIPPED: 24m elapsed < wake_min_interval_min (30m).
